danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.894,0.362,2,-11.381,1,0.465,0.117,0.0,0.0737,0.26,139.953,audio_features,0kfumbp5lPQvPrMTrqsaNv,spotify:track:0kfumbp5lPQvPrMTrqsaNv,https://api.spotify.com/v1/tracks/0kfumbp5lPQvPrMTrqsaNv,https://api.spotify.com/v1/audio-analysis/0kfumbp5lPQvPrMTrqsaNv,181290,4
0.621,0.58,1,-6.891,1,0.199,0.272,0.0,0.137,0.345,144.974,audio_features,4fc7s6ducbIc1gpaHqLJfJ,spotify:track:4fc7s6ducbIc1gpaHqLJfJ,https://api.spotify.com/v1/tracks/4fc7s6ducbIc1gpaHqLJfJ,https://api.spotify.com/v1/audio-analysis/4fc7s6ducbIc1gpaHqLJfJ,224545,4
0.718,0.715,7,-3.449,1,0.33,0.782,6.48e-06,0.14,0.616,89.088,audio_features,6GBEjkFlNzM2trwa8rgnIU,spotify:track:6GBEjkFlNzM2trwa8rgnIU,https://api.spotify.com/v1/tracks/6GBEjkFlNzM2trwa8rgnIU,https://api.spotify.com/v1/audio-analysis/6GBEjkFlNzM2trwa8rgnIU,172584,4
0.818,0.563,2,-8.096,1,0.398,0.0253,0.0,0.0909,0.486,152.108,audio_features,6J3YPOejivwLSjM2dru5Ad,spotify:track:6J3YPOejivwLSjM2dru5Ad,https://api.spotify.com/v1/tracks/6J3YPOejivwLSjM2dru5Ad,https://api.spotify.com/v1/audio-analysis/6J3YPOejivwLSjM2dru5Ad,210675,4
0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,audio_features,2771LMNxwf62FTAdpJMQfM,spotify:track:2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,223962,4
0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,audio_features,75FDPwaULRdYDn4StFN2rT,spotify:track:75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/tracks/75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/audio-analysis/75FDPwaULRdYDn4StFN2rT,224613,4
0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,audio_features,24OeEKPQ8qqNZnPevRHxUT,spotify:track:24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/tracks/24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/audio-analysis/24OeEKPQ8qqNZnPevRHxUT,187453,4
0.522,0.243,1,-7.796,1,0.0461,0.874,0.0,0.098,0.569,119.341,audio_features,5G99lkpldkHJx6o1Z37ts7,spotify:track:5G99lkpldkHJx6o1Z37ts7,https://api.spotify.com/v1/tracks/5G99lkpldkHJx6o1Z37ts7,https://api.spotify.com/v1/audio-analysis/5G99lkpldkHJx6o1Z37ts7,231668,3
0.462,0.745,0,-6.588,0,0.0699,0.0367,0.0,0.0795,0.254,100.042,audio_features,23EquxExXkNmGCCY96P0Iu,spotify:track:23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/tracks/23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/audio-analysis/23EquxExXkNmGCCY96P0Iu,193355,4
0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,5dPz35akJjPqb17yeqNwqH,spotify:track:5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/tracks/5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/audio-analysis/5dPz35akJjPqb17yeqNwqH,153190,4
