danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,audio_features,0QQIhT6PtJ5glyn4HKNKQ6,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6,https://api.spotify.com/v1/tracks/0QQIhT6PtJ5glyn4HKNKQ6,https://api.spotify.com/v1/audio-analysis/0QQIhT6PtJ5glyn4HKNKQ6,269893,4
0.368,0.267,8,-9.395,0,0.0428,0.655,2.24e-05,0.0834,0.194,91.88,audio_features,1dX6oGAG5PaexuPj29PsYd,spotify:track:1dX6oGAG5PaexuPj29PsYd,https://api.spotify.com/v1/tracks/1dX6oGAG5PaexuPj29PsYd,https://api.spotify.com/v1/audio-analysis/1dX6oGAG5PaexuPj29PsYd,377000,4
0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,audio_features,0Tr5G2mE56eLUGvCaXRM8I,spotify:track:0Tr5G2mE56eLUGvCaXRM8I,https://api.spotify.com/v1/tracks/0Tr5G2mE56eLUGvCaXRM8I,https://api.spotify.com/v1/audio-analysis/0Tr5G2mE56eLUGvCaXRM8I,234240,4
0.779,0.486,5,-7.205,1,0.193,0.802,5.76e-05,0.0992,0.654,123.993,audio_features,0lwUIYJfWGB8qUEAJtYfb6,spotify:track:0lwUIYJfWGB8qUEAJtYfb6,https://api.spotify.com/v1/tracks/0lwUIYJfWGB8qUEAJtYfb6,https://api.spotify.com/v1/audio-analysis/0lwUIYJfWGB8qUEAJtYfb6,245960,4
0.325,0.903,2,-3.173,1,0.117,0.00327,6.13e-06,0.0962,0.401,148.446,audio_features,7d9sZF7jmepe2EYdETlNWK,spotify:track:7d9sZF7jmepe2EYdETlNWK,https://api.spotify.com/v1/tracks/7d9sZF7jmepe2EYdETlNWK,https://api.spotify.com/v1/audio-analysis/7d9sZF7jmepe2EYdETlNWK,218600,4
0.529,0.338,8,-8.608,1,0.035,0.515,9.26e-06,0.124,0.111,120.436,audio_features,2AwPXDmMeUJGt2Ro5Ea10G,spotify:track:2AwPXDmMeUJGt2Ro5Ea10G,https://api.spotify.com/v1/tracks/2AwPXDmMeUJGt2Ro5Ea10G,https://api.spotify.com/v1/audio-analysis/2AwPXDmMeUJGt2Ro5Ea10G,273880,4
0.529,0.755,10,-3.917,0,0.0383,0.106,0.000607,0.157,0.383,73.998,audio_features,3BsoE7SgveujY2jeV2rVRw,spotify:track:3BsoE7SgveujY2jeV2rVRw,https://api.spotify.com/v1/tracks/3BsoE7SgveujY2jeV2rVRw,https://api.spotify.com/v1/audio-analysis/3BsoE7SgveujY2jeV2rVRw,265558,4
0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,audio_features,7gxohd4hHPmDIvE9HohJsI,spotify:track:7gxohd4hHPmDIvE9HohJsI,https://api.spotify.com/v1/tracks/7gxohd4hHPmDIvE9HohJsI,https://api.spotify.com/v1/audio-analysis/7gxohd4hHPmDIvE9HohJsI,212393,4
0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
0.67,0.351,2,-16.842,1,0.0463,0.48,0.0176,0.115,0.45,101.384,audio_features,7jWbXvrgdbkajU8L28ahn5,spotify:track:7jWbXvrgdbkajU8L28ahn5,https://api.spotify.com/v1/tracks/7jWbXvrgdbkajU8L28ahn5,https://api.spotify.com/v1/audio-analysis/7jWbXvrgdbkajU8L28ahn5,182653,4
0.607,0.142,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867,audio_features,4K1imZQQ0yKtJ40vGmUajS,spotify:track:4K1imZQQ0yKtJ40vGmUajS,https://api.spotify.com/v1/tracks/4K1imZQQ0yKtJ40vGmUajS,https://api.spotify.com/v1/audio-analysis/4K1imZQQ0yKtJ40vGmUajS,220400,4
0.618,0.484,5,-8.229,0,0.127,0.875,4.31e-05,0.115,0.834,82.317,audio_features,6jXPZid0KLorvgIDP6TiSo,spotify:track:6jXPZid0KLorvgIDP6TiSo,https://api.spotify.com/v1/tracks/6jXPZid0KLorvgIDP6TiSo,https://api.spotify.com/v1/audio-analysis/6jXPZid0KLorvgIDP6TiSo,158573,4
0.635,0.584,0,-7.912,1,0.144,0.52,0.0951,0.962,0.753,97.067,audio_features,3Jq9rsqmRtqcVKtzP9dnxZ,spotify:track:3Jq9rsqmRtqcVKtzP9dnxZ,https://api.spotify.com/v1/tracks/3Jq9rsqmRtqcVKtzP9dnxZ,https://api.spotify.com/v1/audio-analysis/3Jq9rsqmRtqcVKtzP9dnxZ,266733,4
0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,audio_features,3I1vEQhGwRK7URrTq4BqNl,spotify:track:3I1vEQhGwRK7URrTq4BqNl,https://api.spotify.com/v1/tracks/3I1vEQhGwRK7URrTq4BqNl,https://api.spotify.com/v1/audio-analysis/3I1vEQhGwRK7URrTq4BqNl,224813,4
0.741,0.615,0,-8.072,1,0.0358,0.519,0.000344,0.408,0.799,128.496,audio_features,5fcxVCOtfesNzI2n4Y4kiJ,spotify:track:5fcxVCOtfesNzI2n4Y4kiJ,https://api.spotify.com/v1/tracks/5fcxVCOtfesNzI2n4Y4kiJ,https://api.spotify.com/v1/audio-analysis/5fcxVCOtfesNzI2n4Y4kiJ,165827,4
0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,audio_features,2fDHuS1PTkHBbCWWZF1ph9,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/tracks/2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/audio-analysis/2fDHuS1PTkHBbCWWZF1ph9,162653,4
0.862,0.484,10,-11.183,1,0.0421,0.798,0.00105,0.105,0.787,105.834,audio_features,1TKPfF2fvn6gVLVfp3iG4j,spotify:track:1TKPfF2fvn6gVLVfp3iG4j,https://api.spotify.com/v1/tracks/1TKPfF2fvn6gVLVfp3iG4j,https://api.spotify.com/v1/audio-analysis/1TKPfF2fvn6gVLVfp3iG4j,163046,4
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4
